id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
423000035,20141124T000000,225000,3,1,960,6500,1,0,0,4,5,960,0,1954,0,98056,47.497,-122.171,1150,6500
2459970020,20141124T000000,360000,4,2.5,1950,5451,2,0,0,3,7,1950,0,2004,0,98058,47.4341,-122.144,2240,6221
3630090110,20141018T000000,690000,4,3.5,2980,2147,2.5,0,0,3,10,2490,490,2006,0,98029,47.5463,-121.995,2880,2428
3574801110,20141125T000000,405000,4,2.75,2360,7716,1,0,0,3,7,1390,970,1978,0,98034,47.7301,-122.223,2160,8794
4475000120,20150202T000000,360000,4,3,2580,6740,2,0,0,3,8,2580,0,1999,0,98058,47.4296,-122.185,2010,6740
5561000420,20150408T000000,490000,4,2.25,3390,39356,1,0,0,4,8,1640,1750,1964,0,98027,47.461,-121.992,2160,38061
3949600090,20141201T000000,335000,3,1,980,9903,1,0,0,4,7,980,0,1966,0,98028,47.7746,-122.239,1830,9903
6882520050,20141007T000000,250000,3,1,930,6060,1,0,0,4,6,930,0,1973,0,98118,47.5289,-122.28,1640,6364
4014400190,20140714T000000,482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,0,98001,47.317,-122.281,1696,57934
100600860,20150324T000000,237500,3,1.75,1050,7854,1,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,7668
1517900100,20141021T000000,499000,4,2.5,2680,10590,2,0,0,3,8,2680,0,2004,0,98019,47.7377,-121.97,2330,5566
9834201215,20141009T000000,276000,2,1,870,2676,1,0,0,3,7,820,50,2004,0,98144,47.5702,-122.287,1500,1719
3420069060,20141107T000000,790000,3,2.5,2640,432036,1.5,0,3,3,10,2640,0,1996,0,98022,47.1795,-122.036,1500,560617
2143700406,20141211T000000,300000,3,2.25,2000,7560,1,0,0,3,7,1400,600,1979,0,98055,47.4798,-122.228,2040,6949
822039111,20150327T000000,645000,3,2.5,2120,196995,1,0,1,3,9,2120,0,1997,0,98070,47.4089,-122.459,1304,92423
7893800335,20150430T000000,328000,4,3.25,3380,7500,2,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500
5676000008,20150316T000000,410000,3,2.5,1420,1269,3,0,0,3,7,1420,0,2007,0,98103,47.6904,-122.342,1420,1300
3423059109,20150415T000000,272000,4,2,1780,19843,1,0,0,3,7,1780,0,1963,0,98058,47.4414,-122.154,2210,13500
269000240,20141030T000000,1050000,5,2.25,2960,7680,1,0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680
2397101375,20150428T000000,595000,2,1,980,3600,1,0,0,3,6,980,0,1907,0,98119,47.6366,-122.365,1690,3600
1923800135,20141001T000000,495000,3,1.75,2080,3000,1,0,0,4,7,1040,1040,1925,0,98103,47.6853,-122.35,1000,3193
6669080020,20141226T000000,449400,4,3,2490,5064,2,0,0,3,7,2490,0,2007,0,98056,47.5139,-122.189,2470,5064
9524100322,20141020T000000,375000,3,2.25,1140,1557,3,0,0,3,8,1140,0,2007,0,98103,47.6947,-122.342,1140,1245
8113101233,20150130T000000,330000,3,1,2140,5037,1,0,0,3,7,2140,0,1957,0,98118,47.5494,-122.274,1630,6054
8857600780,20141003T000000,158550,5,1.5,1710,8100,1.5,0,0,4,7,1710,0,1961,0,98032,47.3839,-122.288,1480,8025
8731990700,20140625T000000,299950,3,1.75,1790,7650,1,0,3,3,9,1790,0,1978,0,98023,47.3213,-122.385,2540,7600
8665200020,20140623T000000,389800,3,1.75,1880,12821,1,0,0,3,7,1880,0,1959,0,98155,47.7681,-122.305,1540,12868
2473480780,20150311T000000,320000,3,2.25,1880,7350,1,0,0,3,8,1390,490,1984,0,98058,47.4457,-122.123,1910,8400
6744700423,20140606T000000,432000,3,1.75,1470,6250,1,0,3,4,7,1070,400,1939,0,98155,47.7394,-122.288,2630,7050
8570900038,20140811T000000,340000,3,2,1140,11620,1,0,0,3,7,1140,0,1994,0,98045,47.4991,-121.783,1140,8400
8562770430,20140702T000000,567500,3,2.5,2280,2502,2,0,0,3,8,1880,400,2006,0,98027,47.5364,-122.073,2280,2812
9346900170,20140922T000000,615000,4,2.25,2330,7020,1,0,0,4,8,1450,880,1973,0,98006,47.562,-122.139,2330,8500
952001710,20150303T000000,575000,4,1.75,1630,5750,1,0,0,3,7,1160,470,1947,0,98116,47.5674,-122.384,1640,5750
9542830440,20150330T000000,340000,4,2.5,2090,4200,2,0,0,3,7,2090,0,2007,0,98038,47.3659,-122.017,2090,4200
3886902615,20140617T000000,720000,4,2.5,2650,11520,2,0,0,3,8,2110,540,1988,0,98033,47.683,-122.187,2000,7680
8856920550,20150319T000000,378000,3,2.5,2130,8404,2,0,0,3,8,2130,0,1991,0,98058,47.4623,-122.13,2130,8404
1773101340,20150202T000000,399950,4,2.75,1920,4400,1,0,0,4,6,960,960,1906,0,98106,47.5532,-122.365,1040,4400
3625700080,20150108T000000,987500,4,2.25,3270,15760,1,0,0,4,10,2000,1270,1974,0,98040,47.5295,-122.229,4100,15760
1760650900,20140721T000000,337500,4,2.5,2330,4907,2,0,0,3,7,2330,0,2013,0,98042,47.359,-122.081,2300,3836
7137970340,20140703T000000,285000,5,2.5,2270,6300,2,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005
4310700570,20141210T000000,280300,2,1,920,5000,1,0,0,4,6,490,430,1949,0,98103,47.7008,-122.338,1500,5000
8902000050,20141027T000000,622200,3,1.75,1720,7200,1,0,0,3,7,1420,300,1959,0,98125,47.7062,-122.304,1380,8000
4239400840,20141029T000000,152500,3,1,1090,3523,1,0,0,4,6,1090,0,1969,0,98092,47.3161,-122.182,1030,3200
2122059014,20150409T000000,277500,4,2,1700,12048,2,0,0,3,7,1700,0,1990,0,98030,47.3748,-122.186,1960,7650
2877104196,20141206T000000,760000,3,2,1780,1750,1,0,2,3,8,1400,380,1927,2014,98103,47.6797,-122.357,1780,3750
2770604082,20150310T000000,629950,3,2.5,1680,1683,2,0,0,3,9,1120,560,2014,0,98119,47.6424,-122.374,1610,1249
5416510530,20141124T000000,379950,4,2.5,2580,4818,2,0,0,3,8,2580,0,2005,0,98038,47.3607,-122.038,2570,5386
4083304190,20140804T000000,680000,1,2.5,1820,3008,2,0,0,3,7,1090,730,1910,2004,98103,47.6529,-122.339,1860,3420
8648900040,20140709T000000,530000,3,2.5,1790,3078,2,0,0,3,8,1790,0,2010,0,98027,47.5638,-122.094,1890,3078
7834800225,20140820T000000,875000,3,2,2010,4000,1,0,0,5,7,1210,800,1915,0,98103,47.6638,-122.329,1770,4000
426069095,20141014T000000,542950,3,2.5,2070,39768,2,0,0,3,8,2070,0,1988,0,98077,47.7696,-122.036,2740,44866
6669250100,20140729T000000,512000,4,2.5,2600,4506,2,0,0,3,9,2600,0,2005,0,98056,47.5146,-122.188,2470,6041
324000280,20150413T000000,675000,3,1.5,1710,4000,2,0,0,3,8,1710,0,1926,0,98116,47.5714,-122.385,1910,4000
6119700150,20141112T000000,765000,4,2.5,3140,16200,1,0,1,3,9,2570,570,1988,0,98166,47.4363,-122.342,2530,13200
2500600297,20140814T000000,243500,3,3,2110,7794,1,0,0,3,6,2110,0,1981,0,98198,47.4005,-122.293,1330,10044
5631500213,20140515T000000,342400,3,2.25,1180,9630,2,0,0,3,7,1180,0,1986,0,98028,47.7352,-122.232,2660,5979
9352900222,20141229T000000,255000,3,2.25,1320,963,2,0,0,3,7,1040,280,2007,0,98106,47.5199,-122.357,1300,1285
1823059223,20140520T000000,291000,3,1.75,1560,9788,1,0,0,3,7,1560,0,1964,0,98178,47.4876,-122.226,1840,11180
6147650280,20150325T000000,315000,4,2.5,3130,5999,2,0,0,3,7,3130,0,2006,0,98042,47.3837,-122.099,3020,5997
4038600260,20140922T000000,699900,4,2.25,2380,16236,1,0,0,3,7,1540,840,1961,0,98008,47.6126,-122.12,2230,8925
8927600070,20150113T000000,630000,3,1.75,1540,6930,1,0,0,3,7,1250,290,1944,0,98115,47.6782,-122.278,1760,6930
3885804390,20150421T000000,1500000,4,3.25,3470,5222,2,0,0,3,10,2830,640,2005,0,98033,47.6845,-122.209,3090,6758
8937500020,20150210T000000,325000,3,1.75,2420,14862,1,0,0,3,8,1380,1040,1977,0,98023,47.3301,-122.365,2550,14675
2558690150,20140707T000000,475000,5,2.5,2510,8050,1,0,0,4,7,1490,1020,1977,0,98034,47.7212,-122.172,1840,8471
624069050,20150407T000000,1565000,4,3.5,5370,323215,2,0,0,3,10,5370,0,2002,0,98075,47.6003,-122.076,3780,9891
8929000140,20140623T000000,491234,4,2.5,1540,1860,2,0,0,3,8,1540,0,2014,0,98029,47.5521,-121.999,1210,1090
4140940150,20141002T000000,572000,4,2.75,2770,3852,2,0,0,3,8,2770,0,2014,0,98178,47.5001,-122.232,1810,5641
9264950660,20150310T000000,339000,3,2,2350,8459,1.5,0,0,3,9,2350,0,1989,0,98023,47.3043,-122.349,2430,8459
1926069192,20140509T000000,1157200,4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,0,98072,47.7245,-122.095,3320,39066
1513800036,20140516T000000,799000,4,3.25,3120,5000,2,0,0,3,9,2370,750,2005,0,98115,47.69,-122.299,2520,6000
7896300592,20150114T000000,303500,6,4.5,3390,7200,2,0,0,3,8,2440,950,2007,0,98118,47.5205,-122.288,2040,7214
3179100480,20140806T000000,530000,3,2.25,1264,1536,2,0,0,3,8,1264,0,2003,0,98105,47.6694,-122.279,1264,2067
8011100125,20141117T000000,545000,4,2.75,2650,6717,2,0,0,3,10,2650,0,2014,0,98056,47.4947,-122.171,2740,7923
4114601580,20140724T000000,1900000,6,4,3020,13237,2,1,4,3,8,2840,180,1942,1983,98144,47.5924,-122.287,3680,12620
3342700491,20140814T000000,679000,3,2.5,2770,9350,2,0,3,3,8,2770,0,1957,2000,98056,47.5253,-122.201,2660,9695
1498304065,20140614T000000,496752,2,1,1980,5000,1,0,0,4,7,1090,890,1923,0,98144,47.586,-122.295,1720,5000
6127010890,20150427T000000,663000,4,2.5,3570,6246,2,0,0,3,7,3570,0,2005,0,98075,47.5927,-122.006,2260,5231
2113700005,20150417T000000,283000,3,1.75,1830,7600,2,0,0,3,7,1490,340,1947,0,98106,47.5317,-122.351,1300,4000
328000160,20141211T000000,1400000,5,3.75,3700,7920,3,0,4,3,9,2900,800,1983,0,98115,47.6865,-122.266,2860,6360
9826701665,20140725T000000,550000,3,2.5,2340,4200,1.5,0,0,3,7,1540,800,1906,0,98122,47.6033,-122.303,1590,4200
3645500050,20140514T000000,543000,3,2.5,2090,7640,1,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,2090,7668
2326600150,20150422T000000,775900,3,2.5,2700,5764,2,0,0,3,9,2700,0,2014,0,98075,47.5618,-122.027,3270,14700
5152960080,20141210T000000,375000,3,2.75,2200,9600,1,0,3,4,8,1570,630,1977,0,98003,47.3438,-122.323,2680,9896
8902000201,20150219T000000,338500,3,2.25,1333,1470,3,0,3,3,7,1333,0,2009,0,98125,47.7058,-122.302,1360,1680
9269200120,20141030T000000,415000,3,2.5,1710,4920,2,0,0,3,7,1710,0,1990,0,98126,47.5347,-122.376,1500,4920
5016003146,20140710T000000,958000,4,3.5,1800,6400,2,0,2,3,8,1800,0,1984,2011,98112,47.625,-122.3,1700,4736
2923039017,20140717T000000,510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565
6064800550,20140802T000000,247800,3,2.5,1580,2170,2,0,0,3,7,1580,0,2003,0,98118,47.5418,-122.289,1610,1917
8818900155,20150115T000000,599950,6,3,2020,4129,1,0,0,3,7,1230,790,1994,0,98105,47.6648,-122.324,2080,4080
3760000030,20141030T000000,669950,5,2.5,2820,14062,2,0,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392
3834000805,20140710T000000,350000,4,1,1170,8147,1.5,0,0,3,6,1170,0,1959,0,98125,47.7281,-122.289,1260,8147
9527310180,20150403T000000,480000,3,2.5,2200,4692,2,0,0,3,8,2200,0,2005,0,98011,47.7761,-122.169,2440,3833
4139660040,20141121T000000,760000,5,3.5,3180,14000,2,0,0,5,10,3180,0,1997,0,98006,47.5501,-122.128,3670,14450
4218400005,20150130T000000,1285000,3,2.25,2440,9200,1,0,1,4,8,2440,0,1950,0,98105,47.6629,-122.269,2750,6211
1126049105,20140527T000000,330000,4,1,1360,13372,1,0,0,3,7,1360,0,1955,0,98028,47.7622,-122.263,1540,10283
3330500705,20140515T000000,197500,3,1,980,3090,1.5,0,0,3,6,980,0,1903,0,98118,47.5525,-122.277,980,3090
6380500135,20140527T000000,326100,2,1,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695
4123840210,20150318T000000,380000,3,2.5,1880,6047,2,0,0,3,8,1880,0,1993,0,98038,47.3722,-122.044,2120,7188
6383900090,20140904T000000,838300,6,2.5,3760,12978,1,0,0,3,9,2360,1400,1967,0,98117,47.6976,-122.381,2300,7362
8835200330,20141208T000000,399950,3,2.5,1470,4488,2,0,0,5,7,1470,0,1980,0,98034,47.723,-122.162,1400,4441
322059049,20141003T000000,295000,2,1,820,288367,1,0,0,3,6,820,0,1930,1986,98042,47.4196,-122.165,1580,8154
2126049290,20150220T000000,522500,4,3,2370,8154,1,0,0,3,7,1380,990,1977,0,98125,47.7258,-122.306,2100,8148
8712100575,20140828T000000,915000,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1910,0,98112,47.6364,-122.3,1460,4250
7526800200,20141010T000000,615000,4,2.25,2500,10062,1,0,0,3,8,1600,900,1975,0,98052,47.639,-122.1,2500,9750
5419000050,20140917T000000,338500,4,2.5,2717,4513,2,0,0,3,8,2717,0,2005,0,98001,47.3373,-122.266,2550,4841
742000060,20141230T000000,1200000,3,2,2480,13310,1,0,0,2,7,2480,0,1955,0,98052,47.6759,-122.114,2400,11340
2224079001,20150126T000000,625700,3,2,2570,159865,1,0,0,5,7,2570,0,1968,0,98024,47.5547,-121.892,2010,38322
2185000685,20141124T000000,208417,2,1,840,4200,1,0,0,3,5,840,0,1938,0,98108,47.5292,-122.316,830,5000
7977200590,20150219T000000,700000,3,1.75,1640,4590,1.5,0,0,5,7,1640,0,1951,0,98115,47.6846,-122.294,1760,5100
7202340960,20140908T000000,581000,3,2.5,2600,4438,2,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.034,2600,4904
2475201180,20150206T000000,303000,3,2.5,1560,4100,2,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400
623039026,20141125T000000,645000,2,2.25,2770,11884,1,0,3,4,8,1570,1200,1969,0,98070,47.5098,-122.474,2310,17097
3039000010,20140909T000000,420000,3,1.75,1140,8558,1,0,0,4,7,1140,0,1982,0,98033,47.7027,-122.198,1490,10530
322069153,20140827T000000,364250,3,2.5,2280,213879,2,0,0,3,8,2280,0,1994,0,98038,47.4213,-122.033,2380,178160
3528900768,20150114T000000,675000,3,3.25,1510,2064,2,0,0,3,8,1220,290,2008,0,98109,47.6398,-122.345,1670,2594
9184700600,20141201T000000,1210000,4,2.25,3270,6000,2,0,0,5,8,2180,1090,1909,0,98122,47.6101,-122.286,2880,6000
3362401611,20150325T000000,1165000,4,3.75,3920,4500,3,0,0,3,8,3920,0,2013,0,98103,47.6805,-122.346,2040,3000
3365900041,20150121T000000,319000,3,1.5,2010,10100,1,0,0,4,7,1110,900,1964,0,98168,47.4738,-122.266,1900,10100
2493200040,20150312T000000,620000,2,2.25,2910,6110,2,0,2,4,9,2910,0,1985,0,98136,47.5279,-122.387,2090,5763
4036800580,20140621T000000,418000,4,1.5,1550,9176,1,0,0,3,7,1000,550,1956,0,98008,47.6005,-122.129,1730,8539
114101500,20150417T000000,325000,4,1.75,1370,9993,1,0,0,3,6,1370,0,1918,0,98028,47.7572,-122.228,1650,11592
5727000010,20141215T000000,319990,4,2.5,2120,5293,2,0,0,3,7,2120,0,2003,0,98031,47.4217,-122.201,1990,5313
1623300765,20140506T000000,469000,2,1,1030,4400,1,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200
4046600750,20150414T000000,375000,3,1.75,1370,19550,1,0,0,3,7,1370,0,1978,2006,98014,47.7002,-121.912,1430,17550
4139450360,20140514T000000,950000,4,2.5,3320,7644,2,0,0,3,10,3320,0,1995,0,98006,47.5541,-122.106,3320,9472
7883606725,20141111T000000,174900,3,1,1100,6000,1.5,0,0,2,6,1100,0,1926,0,98108,47.5279,-122.318,960,5880
8073000585,20140715T000000,840500,4,2.25,2290,12174,1,1,4,3,7,1490,800,1948,0,98178,47.5114,-122.245,2290,9379
8835800010,20141223T000000,1042000,4,4.5,4920,270236,2,0,3,3,10,3820,1100,2006,0,98045,47.4695,-121.775,4920,260924
6713700155,20140818T000000,352500,3,1,1470,8400,1,0,0,4,7,1470,0,1953,0,98133,47.7628,-122.354,1470,8400
4222310410,20140929T000000,230500,3,2.25,1690,7245,1,0,1,3,7,1160,530,1973,0,98003,47.3505,-122.305,1690,6720
1223089038,20140711T000000,665000,5,2.25,3320,60984,2,0,0,3,9,3320,0,2000,0,98045,47.4862,-121.718,1580,55322
1760650750,20141006T000000,320000,4,2.5,2300,3825,2,0,0,3,7,2300,0,2012,0,98042,47.3594,-122.082,2110,3825
9407111100,20150422T000000,220650,2,1.75,1460,10500,1,0,0,3,7,1460,0,1980,0,98045,47.4461,-121.768,1340,9600
8887001140,20140723T000000,562000,3,3,3290,80471,2,0,2,4,8,2330,960,1975,0,98070,47.504,-122.464,1830,30494
1974300020,20150218T000000,624900,4,2.5,2270,11500,1,0,0,3,8,1540,730,1967,0,98034,47.7089,-122.241,2020,10918
8118600025,20150331T000000,552500,4,1,1560,7980,1,0,0,4,7,1170,390,1939,0,98146,47.5093,-122.387,1570,7980
3211200460,20140806T000000,389000,4,1,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700
424000145,20140707T000000,230000,3,1,1390,6000,1,0,0,3,5,1390,0,1954,0,98056,47.4977,-122.175,1170,6000
2025700080,20140710T000000,265000,3,2.5,1530,6000,2,0,0,4,7,1530,0,1991,0,98038,47.3487,-122.036,1360,6000
2395710010,20140605T000000,376000,4,2.75,2420,5773,2,0,0,3,8,2420,0,2005,0,98038,47.3772,-122.029,2420,6200
3359500665,20141009T000000,725000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,98115,47.6754,-122.325,1290,3500
4137070830,20150213T000000,269100,3,2.5,2190,7904,2,0,0,3,8,2190,0,1995,0,98092,47.2617,-122.21,2190,7669
2658000373,20150122T000000,305000,4,2,1610,6250,1,0,0,4,7,1610,0,1952,0,98118,47.5293,-122.271,1310,6000
9352900695,20140922T000000,170000,3,1,1480,5670,1,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040
148000705,20150305T000000,900000,4,3.5,3070,4440,2,0,0,3,9,2030,1040,1922,2007,98116,47.5732,-122.411,1780,4800
4058200985,20140911T000000,472000,3,1.75,2180,7200,1,0,3,4,8,1090,1090,1954,0,98178,47.5044,-122.235,2180,7140
2215900900,20150505T000000,295000,3,2.5,1690,8564,2,0,0,4,7,1690,0,1992,0,98038,47.3518,-122.057,1690,7532
8665900328,20150123T000000,459000,4,3,1900,9077,2,0,0,3,7,1900,0,1954,2015,98155,47.7684,-122.304,1900,12868
5104530770,20150121T000000,353000,4,2.5,2300,4249,2,0,0,3,8,2300,0,2006,0,98038,47.3516,-122,2390,4385
5366200330,20150114T000000,470000,4,2,1500,3659,1,0,0,3,7,830,670,1906,0,98122,47.6088,-122.293,1560,3706
4337000160,20150127T000000,110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,98166,47.4784,-122.335,980,7590
7625704005,20140506T000000,561000,3,2,2000,7000,2,0,0,3,7,2000,0,1916,1986,98136,47.5452,-122.393,1840,7000
809003085,20150401T000000,1065000,3,2.5,2130,3545,3,0,0,5,9,2130,0,1990,0,98109,47.6389,-122.349,1970,3464
1509500160,20150324T000000,350900,4,2.5,2540,12843,2,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383
3558900580,20140922T000000,470000,3,2.5,2000,8424,1,0,0,4,7,1300,700,1968,0,98034,47.7089,-122.201,2110,8400
4157600180,20150223T000000,598780,4,2.25,3040,12160,1,0,0,4,7,1520,1520,1963,0,98007,47.5911,-122.133,2560,12090
1773100604,20140721T000000,346000,3,3.25,1500,1442,2,0,0,3,8,1150,350,2007,0,98106,47.5592,-122.362,1500,1533
3649100103,20150102T000000,475000,4,1.75,1910,8775,1,0,0,3,7,1210,700,1956,0,98028,47.7396,-122.247,2210,8778
7852110690,20140522T000000,622500,4,2.5,2980,8107,2,0,0,3,9,2980,0,2000,0,98065,47.5389,-121.876,2750,7760
8669180390,20140604T000000,285000,3,2.5,2437,5136,2,0,0,3,7,2437,0,2011,0,98002,47.3517,-122.21,2437,4614
1423069077,20140915T000000,570000,2,1.75,2870,102366,2,0,2,4,8,1770,1100,1994,0,98027,47.4847,-122,2960,108900
240000130,20141013T000000,706000,4,2.5,3280,16575,1,0,0,3,9,2190,1090,1972,0,98188,47.426,-122.285,1570,13209
7202310040,20150408T000000,635000,3,2.5,2620,6842,2,0,0,3,7,2620,0,2002,0,98053,47.6846,-122.037,2280,4800
8732160250,20150120T000000,204250,3,2.25,1960,7708,1,0,0,4,7,1490,470,1984,0,98023,47.2981,-122.374,1580,8063
9477000650,20141119T000000,397000,3,1.75,1640,11730,1,0,0,5,7,1640,0,1967,0,98034,47.7351,-122.189,1640,7770
1555200180,20140827T000000,225000,4,1,1410,7000,1.5,0,0,3,7,1410,0,1963,0,98032,47.3767,-122.287,1540,7000
3528900735,20140910T000000,620000,3,2.25,1780,1429,3,0,0,3,8,1570,210,2007,0,98109,47.6413,-122.346,1470,1799
1274500170,20150506T000000,227500,3,1,1150,8848,1,0,0,3,7,1150,0,1968,0,98042,47.3626,-122.111,1220,9576
3010300240,20140623T000000,577000,3,2.5,2060,5750,1,0,0,3,7,1330,730,1976,0,98116,47.5671,-122.391,1920,5750
8682292090,20140709T000000,737000,2,2.25,2290,9772,1,0,0,3,8,2290,0,2007,0,98053,47.7199,-122.025,1810,6077
4109600306,20150218T000000,475000,2,1,920,5157,1,0,0,3,6,920,0,1909,0,98118,47.5499,-122.269,1700,5150
7238000330,20141218T000000,480000,3,2.5,2980,7338,2,0,0,3,8,2980,0,2006,0,98055,47.437,-122.207,3010,5267
8651430870,20150303T000000,177000,3,1,870,5200,1,0,0,5,6,870,0,1969,0,98042,47.3695,-122.081,870,5200
7231501665,20150403T000000,277000,4,1,1500,5750,1.5,0,0,3,6,1500,0,1925,0,98055,47.4768,-122.206,1330,5750
9834201367,20150126T000000,429000,3,2,1490,1126,3,0,0,3,8,1490,0,2014,0,98144,47.5699,-122.288,1400,1230
723069089,20140715T000000,575000,4,2.5,2550,56628,2,0,0,3,9,2550,0,2001,0,98027,47.4913,-122.081,1870,56628
2324039069,20140822T000000,463000,2,1,1250,5650,2,0,1,4,7,1250,0,1943,0,98126,47.5495,-122.377,1210,5650
5146000070,20141204T000000,456150,3,2.25,1750,12408,1,0,0,5,7,1150,600,1962,0,98155,47.7509,-122.3,1820,12977
4178300040,20150219T000000,841000,4,2.5,3080,13870,2,0,0,4,9,3080,0,1981,0,98007,47.6197,-122.149,2920,12221
224069102,20140908T000000,615000,3,2,1860,42800,1,0,0,4,7,930,930,1983,0,98075,47.5898,-122.004,1980,11250
7334400070,20150223T000000,392000,3,1.5,1500,11975,1,0,0,4,7,1500,0,1970,0,98045,47.4658,-121.758,1510,13875
5016002275,20140602T000000,610000,5,2.5,3990,3839,1,0,0,4,8,1990,2000,1962,0,98112,47.6236,-122.299,2090,5000
3897100060,20140723T000000,375000,3,1.5,1110,5500,1,0,0,3,6,1110,0,1940,1997,98033,47.6717,-122.184,1670,6600
2822069078,20141008T000000,368000,4,2,2500,36900,1,0,0,3,7,1540,960,1972,0,98038,47.3708,-122.049,1960,36900
9136103136,20150313T000000,580000,2,1,860,4013,1,0,0,3,7,860,0,1925,0,98103,47.6652,-122.338,1490,4013
53500450,20150309T000000,311850,4,2.5,1890,4158,2,0,0,3,8,1890,0,2014,0,98042,47.343,-122.056,2720,4549
795000865,20140912T000000,235000,3,1,1020,6173,1,0,0,3,6,780,240,1948,0,98168,47.5042,-122.329,1330,5909
6414600260,20141030T000000,345000,2,1,970,10423,1,0,0,3,7,970,0,1947,0,98133,47.7252,-122.331,1200,7857
323089173,20140519T000000,429000,3,2.5,1920,15124,2,0,0,3,8,1920,0,1995,0,98045,47.5015,-121.773,1920,16477
7508700085,20140724T000000,386500,3,2.25,2950,8036,1.5,0,0,3,8,1950,1000,1963,0,98125,47.7239,-122.313,2060,7200
8650000070,20140808T000000,495000,5,2.75,2630,10165,1,0,0,4,8,1690,940,1976,0,98027,47.5196,-122.049,2440,10165
3577300040,20150430T000000,510000,3,2.5,1830,8133,1,0,0,3,8,1390,440,1996,0,98028,47.7478,-122.247,2310,11522
9269200831,20140825T000000,392000,3,1,1090,6125,1,0,0,4,6,790,300,1945,0,98126,47.5343,-122.37,1050,6125
7140700850,20150326T000000,350000,4,2.5,2560,5428,2,0,0,3,8,2560,0,2012,0,98042,47.3835,-122.095,2620,5428
257000138,20150115T000000,280000,2,1,850,16400,1,0,0,3,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459
2591010150,20150414T000000,405000,2,1.75,1350,2653,2,0,0,3,7,1350,0,1986,0,98033,47.6934,-122.184,1370,4115
2799800710,20150407T000000,301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750
8562770110,20141027T000000,600000,3,3.5,2710,3290,2,0,0,3,8,1650,1060,2006,0,98027,47.5367,-122.072,2440,3290
6431500140,20141217T000000,880000,3,2.5,2870,5163,2,0,0,3,9,2870,0,2014,0,98103,47.6935,-122.352,1630,7995
5249801440,20141216T000000,250000,3,1,1660,7650,1.5,0,0,3,7,1350,310,1910,0,98118,47.5576,-122.277,1750,5760
402000145,20141028T000000,217000,2,1,970,5600,1,0,0,3,6,970,0,1951,0,98118,47.5297,-122.277,1020,5600
7347600490,20140814T000000,245000,3,2,2040,13125,1,0,0,3,6,810,1230,1910,0,98168,47.478,-122.278,1460,10582
853600020,20140710T000000,840000,4,3.5,3840,85728,2,0,0,3,11,3840,0,1998,0,98014,47.615,-121.954,2430,42643
6117500785,20140722T000000,590000,3,2.25,2300,12430,1,0,2,4,8,1580,720,1960,0,98166,47.435,-122.347,2500,12430
2078500210,20141031T000000,565000,4,2.5,2620,10016,2,0,0,3,8,2620,0,1996,0,98056,47.5295,-122.179,2620,10016
9547201850,20140723T000000,420000,2,1.75,1060,4182,2,0,0,3,7,1060,0,1977,0,98115,47.6787,-122.308,1760,4590
3448740430,20140925T000000,392000,5,2.5,2340,5670,2,0,0,3,7,2340,0,2009,0,98059,47.4913,-122.152,2190,4869
3964400160,20141118T000000,540000,3,1.75,1680,4240,1.5,0,0,4,7,1680,0,1926,0,98144,47.5745,-122.311,1460,4240
1778500595,20150413T000000,683000,5,1.5,1720,4000,1.5,0,0,3,7,1520,200,1925,0,98112,47.6197,-122.287,2280,4000
1068000235,20140605T000000,1155000,4,2.25,2980,8051,1.5,0,2,4,10,2020,960,1935,0,98199,47.6426,-122.409,2760,5499
8682220230,20141017T000000,779950,2,2.5,2680,7625,1,0,0,3,9,2680,0,2002,0,98053,47.7094,-122.024,2310,7395
2767705010,20141006T000000,639000,4,2,1940,5000,1,0,0,4,7,980,960,1910,0,98107,47.6719,-122.369,1940,5000
